Date,Month,Quarter,Product,Category,Region,Customer Segment,Units Sold,Revenue,Cost,Profit,Discount,Acquisition Channel
2024-03-01 00:00:00,Mar,Q1,Pro Camera,Electronics,West,Premium,11,2110.755447585819,904.5929510986972,1206.162496487122,0.10755818691427402,Paid Search
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,North,Value Seekers,12,1951.54865319312,825.1182837050656,1126.4303694880543,0.1127757202297697,Organic Search
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,North,Value Seekers,21,3497.322269215556,1542.4248564870395,1954.8974127285164,0.07137080574206625,Email
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,North,Value Seekers,13,1880.3824582954935,782.3853866421034,1097.99707165339,0.1843431557713092,Paid Social
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,North,Value Seekers,10,1468.752557578714,642.0870178075243,826.6655397711897,0.18746837453388096,Paid Search
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,North,Mainstream,11,1841.6719027521633,810.3484297027154,1031.3234730494478,0.06126239309445087,Organic Search
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,North,Mainstream,6,1039.8000654602597,479.3465738497179,560.4534916105417,0.022376388649734034,Email
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,North,Mainstream,10,1463.9458962864676,571.3062709594434,892.6396253270242,0.12880096653875064,Paid Social
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,North,Mainstream,15,2415.251750115195,1030.2786938399045,1384.9730562752907,0.11423534003690967,Paid Search
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,North,Premium,9,1590.4356936361564,665.9049482403899,924.5307453957665,0.0644836689939194,Organic Search
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,North,Premium,10,1596.8110488899345,685.8675427178785,910.943506172056,0.0724733446757221,Email
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,North,Premium,9,1288.9521731417403,510.0527544709801,778.8994186707603,0.16416360626301532,Paid Social
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,North,Premium,7,1014.6477929296902,488.04855219968755,526.5992407300027,0.12643832882822462,Paid Search
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,South,Value Seekers,16,2661.0864599542606,1106.6741736512797,1554.4122863029809,0.055630089559887914,Organic Search
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,South,Value Seekers,14,2082.8851357387207,905.8957305765949,1176.9894051621259,0.10503144905109091,Email
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,South,Value Seekers,9,1235.5599902409733,546.3860854460219,689.1739047949515,0.1812285651483048,Paid Social
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,South,Value Seekers,11,1821.1370348813523,704.7179703746294,1116.4190645067229,0.14128463526560803,Paid Search
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,South,Mainstream,10,1611.8027233422422,688.0941664824655,923.7085568597766,0.09627635442124416,Organic Search
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,South,Mainstream,12,2011.1828212377152,889.982166670574,1121.200654567141,0.08108095245213033,Email
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,South,Mainstream,10,1575.3491657777006,673.8691479301244,901.4800178475762,0.1383070700661824,Paid Social
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,South,Mainstream,12,1996.5970797065106,882.7062598573498,1113.8908198491608,0.06154568865766824,Paid Search
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,South,Premium,5,770.9926465380771,329.56144075443416,441.43120578364295,0.08895459076906718,Organic Search
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,South,Premium,8,1364.3186650515133,587.5012057351415,776.8174593163718,0.04892736089189226,Email
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,South,Premium,6,942.8987955444181,376.28594621950486,566.6128493249132,0.15681564402179882,Paid Social
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,South,Premium,8,1408.64838047731,580.5062638544772,828.1421166228328,0.08992992013386666,Paid Search
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,East,Value Seekers,13,2126.3967207518936,937.7876917368966,1188.6090290149968,0.07607836637846223,Organic Search
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,East,Value Seekers,13,2016.4713756385122,848.2786072537821,1168.1927683847302,0.06553529025028365,Email
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,East,Value Seekers,8,1184.5307506541244,502.20970296857365,682.3210476855508,0.19108514492967904,Paid Social
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,East,Value Seekers,10,1551.4845369968234,647.653349278401,903.8311877184224,0.09515197217020091,Paid Search
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,East,Mainstream,12,2101.5311732108457,917.2902741064961,1184.2408991043496,0.03411147252961108,Organic Search
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,East,Mainstream,11,1779.6589079771456,777.4511219901817,1002.2077859869639,0.047233872820437756,Email
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,East,Mainstream,13,2201.4952467508674,973.283869462885,1228.2113772879825,0.07990828497248675,Paid Social
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,East,Mainstream,13,2039.2788353004275,846.2694600577067,1193.0093752427208,0.08248808627092495,Paid Search
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,East,Premium,11,1950.949670970879,836.4424234759094,1114.5072474949695,0.05093854603717054,Organic Search
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,East,Premium,6,976.2569467530374,418.07099220878837,558.185954544249,0.0069430520628012415,Email
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,East,Premium,10,1423.9940518525837,644.4158430420626,779.578208810521,0.1561472605068973,Paid Social
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,East,Premium,10,1550.974003540388,641.8696783146011,909.1043252257869,0.12403248856656737,Paid Search
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,West,Value Seekers,19,3042.817555069514,1299.7664281740194,1743.0511268954947,0.08865621348579748,Organic Search
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,West,Value Seekers,14,2258.60236370336,1024.951513542432,1233.650850160928,0.07659795512197867,Email
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,West,Value Seekers,14,1983.5704594610322,840.4440970535578,1143.1263624074745,0.21219984206275236,Paid Social
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,West,Value Seekers,8,1267.2607124908182,544.9385507577236,722.3221617330945,0.13493458080989199,Paid Search
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,West,Mainstream,12,2087.136411061214,902.5151560000818,1184.6212550611322,0.019083425832873376,Organic Search
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,West,Mainstream,10,1718.4910233399735,742.5882751652688,975.9027481747047,0.0537924918163904,Email
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,West,Mainstream,10,1383.0244050052463,561.340529249896,821.6838757553503,0.19521047727886764,Paid Social
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,West,Mainstream,12,1904.0527370937389,845.996075917679,1058.0566611760598,0.11457712523933655,Paid Search
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,West,Premium,8,1242.0497113780075,544.0744991194032,697.9752122586043,0.06714644546521048,Organic Search
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,West,Premium,7,1274.9895346289009,557.2627909417663,717.7267436871346,0.05403535437137425,Email
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,West,Premium,8,1124.211016061595,489.62213037045353,634.5888856911415,0.163468090405954,Paid Social
2024-03-01 00:00:00,Mar,Q1,Luxury Set,Lifestyle,West,Premium,8,1269.3526825273473,564.9492507592212,704.4034317681261,0.08907502746594843,Paid Search
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,North,Value Seekers,113,2373.2334139512263,1468.896285615409,904.3371283358174,0.09850169616237901,Organic Search
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,North,Value Seekers,125,2741.717044805656,1657.3581589803275,1084.3588858253283,0.1011634126735178,Email
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,North,Value Seekers,103,2102.0491452143706,1312.7089166908838,789.3402285234868,0.15631649433446235,Paid Social
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,North,Value Seekers,105,2065.2699101227677,1284.801133950588,780.4687761721796,0.14998070482348316,Paid Search
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,North,Mainstream,104,2442.6044638807775,1442.576272364243,1000.0281915165344,0.0008611027130873694,Organic Search
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,North,Mainstream,88,1887.382861137885,1172.5329577773955,714.8499033604894,0.059379216311859044,Email
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,North,Mainstream,86,1737.7245524412315,1107.232090442011,630.4924619992205,0.16050580995764963,Paid Social
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,North,Mainstream,94,1875.8100317625042,1148.9413506601868,726.8686811023174,0.15046200537179216,Paid Search
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,North,Premium,82,1877.4367762506336,1210.551063754802,666.8857124958315,0.016374637901733283,Organic Search
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,North,Premium,79,1735.4109177589994,1122.8194418603243,612.5914758986751,0.09550091267255226,Email
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,North,Premium,73,1384.6153748083145,859.6909420430264,524.9244327652881,0.20605029776231554,Paid Social
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,North,Premium,67,1359.8645407457973,836.4352730674658,523.4292676783315,0.13806117463052447,Paid Search
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,South,Value Seekers,105,2249.1222186108243,1417.792947047444,831.3292715633804,0.09167968532069348,Organic Search
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,South,Value Seekers,108,2603.264847271964,1577.9045864389402,1025.3602608330236,0.052286100794678596,Email
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,South,Value Seekers,78,1668.7350150616892,1081.1325444497743,587.6024706119149,0.126585787492127,Paid Social
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,South,Value Seekers,86,1708.8463123226736,1049.2407317107322,659.6055806119414,0.1480054144487207,Paid Search
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,South,Mainstream,79,1786.1492761691995,1131.3764105452433,654.7728656239562,0.05660636909018348,Organic Search
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,South,Mainstream,94,2080.8875240302928,1257.518880169811,823.3686438604818,0.07233808741096524,Email
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,South,Mainstream,89,1856.2295966838058,1158.648811974656,697.5807847091498,0.11141652522290349,Paid Social
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,South,Mainstream,90,1852.177069588798,1156.0381614145522,696.1389081742459,0.1020483804095434,Paid Search
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,South,Premium,62,1500.7319551914409,993.6059626769661,507.1259925144748,0.02761614065852,Organic Search
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,South,Premium,46,1088.7493282534829,650.2286971439046,438.5206311095783,0.048481079957454515,Email
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,South,Premium,41,800.0954900456089,507.90246408228785,292.1930259633211,0.1348253852725408,Paid Social
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,South,Premium,46,965.8697853497107,601.4081003149854,364.4616850347253,0.09907549113901032,Paid Search
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,East,Value Seekers,115,2394.180085698332,1534.8910942993855,859.2889913989463,0.10825836410886028,Organic Search
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,East,Value Seekers,95,2010.433759554513,1226.6594527717148,783.7743067827982,0.12745244083719462,Email
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,East,Value Seekers,93,1796.5037537351243,1149.0766576197586,647.4270961153657,0.13994501479912053,Paid Social
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,East,Value Seekers,111,2232.365033672447,1382.2207824732102,850.144251199237,0.12572040064789533,Paid Search
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,East,Mainstream,113,2639.168308845521,1664.3476786045824,974.8206302409387,0.049585789754437004,Organic Search
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,East,Mainstream,92,2202.3875296480633,1330.4470121087518,871.9405175393115,0.0644971567186293,Email
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,East,Mainstream,90,1795.4237061856418,1136.5797844579786,658.8439217276632,0.12067425725993244,Paid Social
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,East,Mainstream,79,1597.1296121840073,963.8288418520111,633.3007703319962,0.131212136354911,Paid Search
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,East,Premium,61,1427.8145270384482,853.0883613007743,574.7261657376739,0.053585664171437335,Organic Search
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,East,Premium,60,1449.8082900535937,894.8623321834792,554.9459578701145,0.03168704307925841,Email
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,East,Premium,72,1493.0539596858557,915.4409379403661,577.6130217454896,0.117900028581339,Paid Social
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,East,Premium,50,1127.7234796753578,716.9849985118597,410.73848116349814,0.0869876639148742,Paid Search
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,West,Value Seekers,103,2570.266611379377,1590.7386351276264,979.5279762517507,0.0267704277624145,Organic Search
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,West,Value Seekers,107,2383.0288396962537,1532.3217475922195,850.7070921040342,0.07128000509949867,Email
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,West,Value Seekers,76,1391.24125347976,845.6962945162121,545.5449589635479,0.18707499846292172,Paid Social
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,West,Value Seekers,92,1709.7373266933332,1045.3710697450736,664.3662569482597,0.16393842908199419,Paid Search
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,West,Mainstream,82,1823.9351848547888,1206.0851714120517,617.850013442737,0.03619346869718479,Organic Search
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,West,Mainstream,91,1902.1844728686676,1183.777664484067,718.4068083846007,0.11668655010403378,Email
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,West,Mainstream,60,1178.0746435343356,720.3008423266618,457.7738012076737,0.16459630859015367,Paid Social
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,West,Mainstream,77,1645.0527238814848,984.498284947592,660.5544389338928,0.08738526390498819,Paid Search
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,West,Premium,72,1587.99428623618,982.0672366108239,605.9270496253561,0.07998248932303964,Organic Search
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,West,Premium,53,1067.1213638534805,669.1808350527176,397.9405288007629,0.1169968637355252,Email
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,West,Premium,49,965.2870117925204,595.280353786838,370.0066580056824,0.14728006887845083,Paid Social
2024-04-01 00:00:00,Apr,Q2,Eco Basics,Essentials,West,Premium,66,1422.9698321226228,883.5866777885306,539.3831543340923,0.05780444856094171,Paid Search
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,North,Value Seekers,116,3358.108392128339,2095.4123760741686,1262.6960160541703,0.06458692006159567,Organic Search
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,North,Value Seekers,90,2499.846038874779,1522.306717727799,977.53932114698,0.11322330033830538,Email
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,North,Value Seekers,103,2935.440095855716,1731.1623483033165,1204.2777475523997,0.11764360260012305,Paid Social
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,North,Value Seekers,96,2567.4747605355346,1438.5681787724877,1128.906581763047,0.1310543016639683,Paid Search
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,North,Mainstream,94,2899.042955612448,1813.3380686530213,1085.7048869594269,0.024914027412512415,Organic Search
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,North,Mainstream,108,3081.136865969921,1856.4273779469459,1224.7094880229752,0.08933099966664398,Email
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,North,Mainstream,96,2546.732365754798,1511.4289789086915,1035.3033868461066,0.16417945306097376,Paid Social
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,North,Mainstream,73,1934.354179350127,1163.5555998483953,770.7985795017316,0.13854555735975316,Paid Search
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,North,Premium,61,1798.3550790797608,1039.8708118563163,758.4842672234445,0.07275539459161864,Organic Search
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,North,Premium,75,2300.346252206264,1422.3975239430383,877.9487282632258,0.07141854208242049,Email
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,North,Premium,49,1387.6540952812923,868.7807579886681,518.8733372926241,0.11399503222611318,Paid Social
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,North,Premium,65,1832.4756745035004,1113.8744484152612,718.6012260882392,0.11212295180227691,Paid Search
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,South,Value Seekers,93,2724.2128401585455,1617.523471618589,1106.6893685399566,0.04677159148725605,Organic Search
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,South,Value Seekers,72,2201.8742245111307,1365.8189556408217,836.055268870309,0.07535518191378275,Email
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,South,Value Seekers,76,2101.039875474162,1258.0353666967844,843.0045087773774,0.13973678425445935,Paid Social
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,South,Value Seekers,86,2205.590997910131,1347.4862479731291,858.104749937002,0.14071938910202494,Paid Search
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,South,Mainstream,83,2324.9853335059365,1435.0541542036021,889.9311793023344,0.10811747285808544,Organic Search
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,South,Mainstream,72,2119.6590403836603,1321.6271238081417,798.0319165755186,0.0673477341164645,Email
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,South,Mainstream,59,1641.6880564034793,1026.1481149076517,615.5399414958276,0.1270788279206543,Paid Social
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,South,Mainstream,65,1751.4058519735174,1041.746092503593,709.6597594699244,0.1227782343824128,Paid Search
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,South,Premium,60,1762.9561063193078,1062.1854902987009,700.7706160206069,0.06727277393480482,Organic Search
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,South,Premium,48,1423.021489948247,849.5844565206498,573.4370334275973,0.06887192774189871,Email
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,South,Premium,51,1379.2490570980274,896.5661539934052,482.68290310462214,0.11076298426992459,Paid Social
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,South,Premium,49,1284.3264793378805,765.156854378179,519.1696249597015,0.09405021612526925,Paid Search
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,East,Value Seekers,99,2940.381910563842,1811.7765103693946,1128.6054001944476,0.020450887856532173,Organic Search
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,East,Value Seekers,103,3048.1142777728846,1926.9332169164256,1121.181060856459,0.11811941799964533,Email
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,East,Value Seekers,81,2142.2249761561225,1275.3502928618047,866.8746832943177,0.13947802693975783,Paid Social
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,East,Value Seekers,92,2467.1113513435903,1529.0483319319146,938.0630194116757,0.135303514974782,Paid Search
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,East,Mainstream,91,2484.8606489059584,1467.8740872405003,1016.9865616654581,0.10144527942744407,Organic Search
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,East,Mainstream,91,2715.0500774938623,1559.5244015344113,1155.525675959451,0.06683702757615125,Email
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,East,Mainstream,82,2324.1157949973745,1327.9473495889624,996.168445408412,0.09145353351551486,Paid Social
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,East,Mainstream,84,2359.4606163079766,1361.0769457554375,998.3836705525391,0.10338372256244843,Paid Search
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,East,Premium,56,1639.5302373871507,972.9264470215809,666.6037903655698,0.058252844761773594,Organic Search
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,East,Premium,62,1814.868298817247,1098.9320025044206,715.9362963128265,0.0826067687009596,Email
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,East,Premium,55,1451.893061141877,823.9964860711927,627.8965750706843,0.1509871512002128,Paid Social
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,East,Premium,43,1116.9177223639722,699.8224738451598,417.09524851881235,0.12828677240827238,Paid Search
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,West,Value Seekers,118,3437.503436267711,1992.1480817871868,1445.3553544805243,0.08228613777236006,Organic Search
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,West,Value Seekers,89,2599.1225419453785,1583.3189310319576,1015.8036109134209,0.06945462928946636,Email
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,West,Value Seekers,86,2127.817828897429,1252.6121736561242,875.2056552413048,0.19382001337241814,Paid Social
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,West,Value Seekers,80,2320.8613266032658,1378.888218576655,941.9731080266108,0.07454667003269298,Paid Search
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,West,Mainstream,84,2566.19014838846,1451.9656161544008,1114.224532234059,0.06263342869118371,Organic Search
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,West,Mainstream,82,2515.9398963085087,1468.8950523048477,1047.044844003661,0.06679341298790424,Email
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,West,Mainstream,50,1349.3341825943207,754.8846291475859,594.4495534467349,0.12084886993999001,Paid Social
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,West,Mainstream,86,2248.770315124223,1324.2014135406744,924.5689015835487,0.1283992043360144,Paid Search
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,West,Premium,55,1784.1045108668054,1048.0388084658591,736.0657024009463,0.020450450098294527,Organic Search
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,West,Premium,46,1356.3533733262552,828.4387488483484,527.9146244779068,0.07310439211861534,Email
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,West,Premium,52,1405.5599215774257,856.7622776641438,548.797643913282,0.1187569769630576,Paid Social
2024-04-01 00:00:00,Apr,Q2,Daily Care,Essentials,West,Premium,48,1256.7403354277703,767.9781917289135,488.7621436988568,0.1034140960695128,Paid Search
2024-04-01 00:00:00,Apr,Q2,Home Comfort,Home,North,Value Seekers,76,4168.8957555788675,2428.28971519041,1740.6060403884576,0.06389929119572164,Organic Search
2024-04-01 00:00:00,Apr,Q2,Home Comfort,Home,North,Value Seekers,71,4053.4893507374395,2492.7814343881523,1560.7079163492872,0.03930806820822879,Email
2024-04-01 00:00:00,Apr,Q2,Home Comfort,Home,North,Value Seekers,60,2946.194844883482,1685.0592132188642,1261.1356316646177,0.17005670193003244,Paid Social
2024-04-01 00:00:00,Apr,Q2,Home Comfort,Home,North,Value Seekers,76,3657.286713334613,2109.7631177771377,1547.5235955574753,0.11733378637114267,Paid Search
2024-04-01 00:00:00,Apr,Q2,Home Comfort,Home,North,Mainstream,78,4251.357805977265,2517.1903919914225,1734.1674139858428,0.0483387756172636,Organic Search
2024-04-01 00:00:00,Apr,Q2,Home Comfort,Home,North,Mainstream,59,3408.517754547413,1927.0231711060694,1481.4945834413436,0.03974598742547788,Email
2024-04-01 00:00:00,Apr,Q2,Home Comfort,Home,North,Mainstream,63,3331.0300274713154,1991.6975177826328,1339.3325096886826,0.10941949424845177,Paid Social
2024-04-01 00:00:00,Apr,Q2,Home Comfort,Home,North,Mainstream,59,2877.053285547053,1603.4773510653577,1273.5759344816952,0.1420571623149804,Paid Search
2024-04-01 00:00:00,Apr,Q2,Home Comfort,Home,North,Premium,50,2934.444614994756,1654.2437557783103,1280.200859216446,0.0,Organic Search
2024-04-01 00:00:00,Apr,Q2,Home Comfort,Home,North,Premium,54,3033.0050238930585,1744.265893555911,1288.7391303371476,0.0681268360970388,Email
2024-04-01 00:00:00,Apr,Q2,Home Comfort,Home,North,Premium,40,1889.6083578026,1096.7678353798904,792.8405224227097,0.1404899904144407,Paid Social
2024-04-01 00:00:00,Apr,Q2,Home Comfort,Home,North,Premium,45,2157.073023310755,1261.3816061920713,895.6914171186838,0.13150105809651164,Paid Search
2024-04-01 00:00:00,Apr,Q2,Home Comfort,Home,South,Value Seekers,70,3691.1324100159004,2122.5517936417423,1568.5806163741581,0.05708464503099731,Organic Search
2024-04-01 00:00:00,Apr,Q2,Home Comfort,Home,South,Value Seekers,59,3352.4748239332157,1888.624275820629,1463.8505481125867,0.023135821796146483,Email
2024-04-01 00:00:00,Apr,Q2,Home Comfort,Home,South,Value Seekers,52,2491.055781549711,1419.1743670474568,1071.881414502254,0.16978023318093485,Paid Social
2024-04-01 00:00:00,Apr,Q2,Home Comfort,Home,South,Value Seekers,47,2187.1978585731813,1191.4725539983367,995.7253045748446,0.1689208445259247,Paid Search
2024-04-01 00:00:00,Apr,Q2,Home Comfort,Home,South,Mainstream,48,2755.5643607147213,1604.6621824226438,1150.9021782920775,0.04729652524021458,Organic Search
2024-04-01 00:00:00,Apr,Q2,Home Comfort,Home,South,Mainstream,60,3093.354084327798,1845.1502351277065,1248.2038492000913,0.10505023314797807,Email
2024-04-01 00:00:00,Apr,Q2,Home Comfort,Home,South,Mainstream,63,2912.6433703828625,1671.6563273794643,1240.9870430033982,0.17687780910774642,Paid Social
2024-04-01 00:00:00,Apr,Q2,Home Comfort,Home,South,Mainstream,43,2216.1237264080482,1244.4515128982512,971.6722135097971,0.15222158563015756,Paid Search
2024-04-01 00:00:00,Apr,Q2,Home Comfort,Home,South,Premium,46,2626.1330444872838,1468.1320882945154,1158.0009561927684,0.05396890127343858,Organic Search
2024-04-01 00:00:00,Apr,Q2,Home Comfort,Home,South,Premium,32,1754.98062074674,1008.0796397553713,746.9009809913687,0.04480330216944675,Email
2024-04-01 00:00:00,Apr,Q2,Home Comfort,Home,South,Premium,28,1303.324445155116,776.4695334550752,526.8549117000409,0.17985444890510033,Paid Social
2024-04-01 00:00:00,Apr,Q2,Home Comfort,Home,South,Premium,36,1791.108167899313,982.9606886921924,808.1474792071206,0.11349909374548887,Paid Search
